Time			Data
0.300993030000000	00D28000
0.900497840000000	00D28000
1.499975330000000	00D28000
2.099426320000000	00D28000
2.698903350000000	00D28000
3.298406990000000	00D28000
3.897858460000000	00D28000
4.497363350000000	00D28000
5.096898510000000	00D28000
5.696291160000000	00D28000
6.295768690000000	00D28000
6.895273550000000	00D28000
7.494791920000000	00D28000
8.094259800000000	00D28000
8.693678680000000	00D28000
9.293156180000000	00D08000
9.892633750000000	00D08000
10.492111039999999	00D08000
11.091589120000000	00D08000
11.691139860000000	00CE8000
12.290543449999999	00CC8000
12.890020710000000	00CC8003
13.489498100000000	00CA8003
14.089003410000000	00C88004
14.688506400000000	00C88003
15.287930169999999	00C68006
15.887407500000000	00C68008
16.486884799999999	00C68006
17.086362890000000	00C48008
17.685839460000000	00C4800C
18.285316720000001	00C48012
18.884793989999999	00C48017
19.484349210000001	00C48017
20.083749170000001	00C2801A
20.683225799999999	00C2801C
21.282703049999999	00C2801B
21.882233889999998	00C0801D
22.481657540000000	00C0801F
23.081135339999999	00C0801F
23.680611939999999	00BE8020
24.280089220000001	00BE8020
24.879566310000001	00BE8021
25.479043430000001	00BC8021
26.078553710000001	00BC8021
26.677997900000001	00BC8021
27.277474909999999	00BC8020
27.876952060000001	00BA8020
28.476456530000000	00BA8020
29.075934409999999	00BA8020
29.675383430000000	00BA801F
