Time,ID,Data
0.021202790000000,26,
0.041184110000000,27,
0.061200890000000,33,0000F8FF
0.081140180000000,1,0000F8FF
0.101144110000000,41,0000F8FF
0.121150880000000,9,0000F8FF
0.181064270000000,52,FEFF
0.201030840000000,53,
0.300993030000000,21,00D28000
0.321019540000000,32,0000F8FC
0.340937030000000,0,0000F8FC
0.360931430000000,40,0000F8FC
0.380885990000000,8,0000F8FC
0.440833000000000,20,80FF
0.460815660000000,24,00FFFFFF
0.480800100000000,34,
0.500797390000000,2,
0.520779160000000,42,
0.540792680000000,10,
0.600742030000000,25,
0.620707760000000,26,
0.640689040000000,27,
0.660705810000000,33,0000F8FF
0.680645000000000,1,0000F8FF
0.700648300000000,41,0000F8FF
0.720644960000000,9,0000F8FF
0.780569120000000,52,FEFF
0.800535930000000,53,
0.900497840000000,21,00D28000
0.920446580000000,32,0000F8FC
0.940431190000000,0,0000F8FC
0.960462590000000,40,0000F8FC
0.980390810000000,8,0000F8FC
1.040334200000000,20,80FF
1.060317240000000,24,00FFFFFF
1.080304290000000,34,
1.100288440000000,2,
1.120248260000000,42,
1.140270510000000,10,
1.200219890000000,25,
1.220185370000000,26,
1.240166510000000,27,
1.260183390000000,33,0000F8FF
1.280122600000000,1,0000F8FF
1.300125890000000,41,0000F8FF
1.320122430000000,9,0000F8FF
1.380046830000000,52,FEFF
1.399986040000000,53,
1.499975330000000,21,00D28000
1.519896880000000,32,0000F8FC
1.539881480000000,0,0000F8FC
1.559886620000000,40,0000F8FC
1.579841170000000,8,0000F8FC
1.639784320000000,20,80FF
1.659767460000000,24,00FFFFFF
1.679754650000000,34,
1.699738070000000,2,
1.719706920000000,42,
1.739720900000000,10,
1.799817390000000,25,
1.819716280000000,26,
1.839601640000000,27,
1.859633650000000,33,0000F8FF
1.879572980000000,1,0000F8FF
1.899654190000000,41,0000F8FF
1.919573030000000,9,0000F8FF
1.979497060000000,52,FEFF
1.999463870000000,53,
2.099426320000000,21,00D28000
2.119359140000000,32,0000F8FC
2.139359060000000,0,0000F8FC
2.159364600000000,40,0000F8FC
2.179318790000000,8,0000F8FC
2.239288010000000,20,80FF
2.259245080000000,24,00FFFFFF
2.279232130000000,34,
2.299215660000000,2,
2.319184720000000,42,
2.339183100000000,10,
2.399147730000000,25,
2.419113170000000,26,
2.439094370000000,27,
2.459137470000000,33,0000F8FF
2.479050570000000,1,0000F8FF
2.499053840000000,41,0000F8FF
2.519050520000000,9,0000F8FF
2.578974660000000,52,FEFF
2.599007650000000,53,
2.698903350000000,21,00D28000
2.718852230000000,32,0000F8FC
2.738836660000000,0,0000F8FC
2.758841790000000,40,0000F8FC
2.778796370000000,8,0000F8FC
2.838724390000000,20,80FF
2.858772110000000,24,00FFFFFF
2.878709840000000,34,
2.898804140000000,2,
2.918739990000000,42,
2.938676040000000,10,
2.998652450000000,25,
3.018618130000000,26,
3.038599530000000,27,
3.058616180000000,33,0000F8FF
3.078554270000000,1,0000F8FF
3.098532060000000,41,0000F8FF
3.118512850000000,9,0000F8FF
3.178452240000000,52,FEFF
3.198530090000000,53,
3.298406990000000,21,00D28000
3.318329550000000,32,0000F8FC
3.338298870000000,0,0000F8FC
3.358319500000000,40,0000F8FC
3.378273970000000,8,0000F8FC
3.438217210000000,20,80FF
3.458200270000000,24,00FFFFFF
3.478187290000000,34,
3.498170840000000,2,
3.518139790000000,42,
3.538153670000000,10,
3.598263150000000,25,
3.618219460000000,26,
3.638049510000000,27,
3.658066410000000,33,0000F8FF
3.678005740000000,1,0000F8FF
